,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue Name,Venue Latitude,Venue Longitude,Venue Category,Level I,Level II,Level III,Level IV
1824,West Village,40.73443394,-74.00617998,Extra Virgin,40.73533960098671,-74.00332725652542,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1825,West Village,40.73443394,-74.00617998,Sant Ambroeus West Village,40.735479130526684,-74.00334772613444,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1826,West Village,40.73443394,-74.00617998,Malaparte,40.736859,-74.008093,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1827,West Village,40.73443394,-74.00617998,Gaetana's Cucina Italiana,40.732863596776276,-74.00754392438094,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1828,West Village,40.73443394,-74.00617998,Morandi,40.7353343387144,-74.00172105811559,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1829,Manhattan Valley,40.79730704,-73.96428618,Osteria 106,40.79882481969301,-73.96179298262278,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1830,Gramercy,40.73720983,-73.98137595,Maialino,40.7384419150589,-73.98561005041564,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1831,Gramercy,40.73720983,-73.98137595,Lamarca Pasta,40.738352,-73.983848,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1832,Gramercy,40.73720983,-73.98137595,Patrizia's of Manhattan,40.739815,-73.979263,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1833,Gramercy,40.73720983,-73.98137595,Follia,40.73514654217377,-73.98581484979155,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1834,Battery Park City,40.71193198,-74.01686931,Parm,40.714513918016635,-74.01626377138824,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1835,Financial District,40.70710711,-74.01066545,Giardino D'oro,40.70754838388947,-74.00724936519595,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1836,Financial District,40.70710711,-74.01066545,Harry's Italian Pizza Bar,40.7076335455641,-74.00699585960496,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1837,Financial District,40.70710711,-74.01066545,Felice,40.70783228127861,-74.00704045580463,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1838,Carnegie Hill,40.78268257,-73.95325647,Lex Restaurant,40.78253,-73.9537,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1839,Carnegie Hill,40.78268257,-73.95325647,Sfoglia,40.783419102094186,-73.95276825117784,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1840,Carnegie Hill,40.78268257,-73.95325647,Zestys Pizzeria e Salumeria,40.78362705223304,-73.95039975299682,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1841,Carnegie Hill,40.78268257,-73.95325647,Il Carino,40.779509999999995,-73.95033000000001,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1842,Noho,40.72325902,-73.98843368,Lil' Frankie's,40.723444771266365,-73.9883282856349,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1843,Noho,40.72325902,-73.98843368,Gaia Italian Cafe,40.72195968380544,-73.98540048918949,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1844,Noho,40.72325902,-73.98843368,Supper,40.72291486887997,-73.9853185415268,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1845,Noho,40.72325902,-73.98843368,Il Posto Accanto,40.72230066259489,-73.98418849489386,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1846,Noho,40.72325902,-73.98843368,Frank Restaurant,40.726938831887495,-73.98889878151729,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1847,Noho,40.72325902,-73.98843368,Bar Primi,40.72566109133918,-73.99176120758057,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1848,Civic Center,40.71522892,-74.0054153,Scalini Fedeli,40.71722617263501,-74.00943297013102,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1849,Sutton Place,40.76028033,-73.96355614,Felidia,40.76026719652006,-73.96527741724208,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1850,Sutton Place,40.76028033,-73.96355614,Scalinatella,40.762761445552506,-73.96556629404492,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1851,Sutton Place,40.76028033,-73.96355614,amata,40.759236252912224,-73.96751482131353,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1852,Sutton Place,40.76028033,-73.96355614,Isle of Capri,40.76280660337758,-73.9657941312708,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1853,Sutton Place,40.76028033,-73.96355614,Tony's Di Napoli,40.7645025568652,-73.96446577341291,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1854,Turtle Bay,40.75204237,-73.96770825,La Pecora Bianca,40.755115567092155,-73.96850858256543,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1855,Turtle Bay,40.75204237,-73.96770825,Pietro's,40.750838292591425,-73.97254320978729,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1856,Turtle Bay,40.75204237,-73.96770825,Ristorante DeGrezia,40.75536173115359,-73.96961430939784,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1857,Turtle Bay,40.75204237,-73.96770825,Mimi's Italian Restaurant & Piano Bar,40.756187069197104,-73.96760232287782,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1858,Turtle Bay,40.75204237,-73.96770825,Ristorante Grifone,40.75266867515201,-73.97083450475805,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1859,Turtle Bay,40.75204237,-73.96770825,La Villetta,40.75505325013409,-73.96498007867396,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1860,Tudor City,40.74691741,-73.97121929,Pietro's,40.750838292591425,-73.97254320978729,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1861,Flatiron,40.73967305,-73.99094711,La Pizza & La Pasta,40.742449201897394,-73.98998303334244,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1862,Flatiron,40.73967305,-73.99094711,Manzo,40.742395262298324,-73.98979967548229,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1863,Flatiron,40.73967305,-73.99094711,da Umberto,40.73947297401102,-73.99586404311717,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1864,Hudson Yards,40.75665808,-74.00011136,Sergimmo Salumeria,40.75438818528088,-73.9956419490414,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1865,Hudson Yards,40.75665808,-74.00011136,Il Punto Ristorante,40.75607945804827,-73.9945936203003,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1866,Hudson Yards,40.75665808,-74.00011136,Via Trenta,40.75300447356077,-74.00289810123498,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1867,JC07302,40.721602,-74.04703,Roman Nose,40.72007160100876,-74.04312897809805,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1868,JC07302,40.721602,-74.04703,Rustique Pizza,40.72485767426476,-74.04561805183495,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1869,JC07302,40.721602,-74.04703,Luna Restaurant & Bar,40.71779405933831,-74.04398533647239,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1870,JC07306,40.733751,-74.06582,Salumeria Ercolano,40.736153326366356,-74.07008104309966,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1871,JC07307,40.748001,-74.04943,Renatos,40.744129134774695,-74.05002933512756,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1872,Hoboken,40.744851,-74.03294,Otto Strada,40.74660389157448,-74.03116055588913,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1873,Hoboken,40.744851,-74.03294,Margherita's,40.746033508515865,-74.02841202436005,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1874,Hoboken,40.744851,-74.03294,Cafe Michelina,40.742278125391024,-74.03021807751502,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1875,Hoboken,40.744851,-74.03294,Panello,40.74732862774405,-74.03762918311274,Italian Restaurant,Food,Italian Restaurant,Italian Restaurant,Italian Restaurant
1876,Washington Heights,40.85190253,-73.93690028,Burger Heights,40.85026807331502,-73.93461812752481,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1877,Hamilton Heights,40.82360428,-73.94968792,Jimbo's Hamburger Palace,40.82595392371681,-73.94926043908728,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1878,Yorkville,40.77592985,-73.94711784,Bareburger,40.77776399957451,-73.94903864903888,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1879,Lenox Hill,40.76811266,-73.95885969,5 Napkin Burger,40.7674315,-73.9596625,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1880,Lenox Hill,40.76811266,-73.95885969,J.G. Melon,40.77105,-73.95931,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1881,Lenox Hill,40.76811266,-73.95885969,Bareburger,40.768504958401984,-73.95519116524163,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1882,Lincoln Square,40.77352889,-73.98533777,P.J. Clarke's,40.771847676616275,-73.98277613228193,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1883,Clinton,40.75910089,-73.99611936,5 Napkin Burger,40.76018000000001,-73.99109513128279,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1884,Murray Hill,40.74830308,-73.97833208,Shake Shack,40.74966574698551,-73.97571869830242,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1885,Murray Hill,40.74830308,-73.97833208,Bareburger,40.746151934915,-73.97813209894595,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
1886,Chelsea,40.74403471,-74.00311633,Bareburger,40.742973,-73.999871,Burger Joint,Food,Burger Joint,Burger Joint,Burger Joint
